3b89A01	1	10	8	10
1oksA00	1	10	8	10
4pc3C01	1	10	8	10
2ltuA00	1	10	8	10
1zv1A00	1	10	8	10
2qhoD00	1	10	8	10
2bwbA00	1	10	8	10
1cukA03	1	10	8	10
2oo9A00	1	10	8	10
1p3qQ00	1	10	8	10
3lcvB01	1	10	8	10
3bbzA00	1	10	8	10
2hakH03	1	10	8	10
3ihpB05	1	10	8	10
1a5tA02	1	10	8	10
3h4jA03	1	10	8	10
2hwjA02	1	10	8	10
7pnoG01	1	10	8	10
1g4aE02	1	10	8	10
4gewA01	1	10	8	10
1g3iF02	1	10	8	10
2mgwA00	1	10	8	10
1r4gA00	1	10	8	10
2knaA01	1	10	8	10
1otrA00	1	10	8	10
2jp7A00	1	10	8	10
1pgyA00	1	10	8	10
2ekfA01	1	10	8	10
1wj7A01	1	10	8	10
2lvaA01	1	10	8	10
2g3qA00	1	10	8	10
1wivA00	1	10	8	10
2dnaA00	1	10	8	10
1bvsF03	1	10	8	10
3q8gA01	1	10	8	20
1r5lA01	1	10	8	20
6tobA00	1	10	8	50
1tdzA02	1	10	8	50
6zvhS01	1	10	8	50
7z5aA02	1	10	8	50
5mmjm01	1	10	8	50
2q2eB02	1	10	8	50
1in4A03	1	10	8	60
3d8bB02	1	10	8	60
2c9oB03	1	10	8	60
1nvmA02	1	10	8	60
2qenA02	1	10	8	60
1d2nA02	1	10	8	60
6n2iA02	1	10	8	60
5vjhB02	1	10	8	60
2dznF00	1	10	8	60
4lcbA02	1	10	8	60
1njgB01	1	10	8	60
3dzdA03	1	10	8	60
1fnnA01	1	10	8	60
2r62A02	1	10	8	60
5zuiA03	1	10	8	60
3hwsA02	1	10	8	60
1sxjA02	1	10	8	60
1sxjE02	1	10	8	60
7wd3A02	1	10	8	60
2zanA02	1	10	8	60
3u60E02	1	10	8	60
2v6zM00	1	10	8	60
2ja2A04	1	10	8	70
1j09A04	1	10	8	70
3afhA04	1	10	8	70
2cfoA04	1	10	8	70
4griA04	1	10	8	70
2r44A03	1	10	8	80
1e9rA02	1	10	8	80
1g8pA02	1	10	8	80
3futA02	1	10	8	100
4jxjA02	1	10	8	100
1qamA02	1	10	8	100
6ymvB02	1	10	8	100
4l6v600	1	10	8	110
2wscF00	1	10	8	110
5ijiA01	1	10	8	500
4i5sA01	1	10	8	500
7oslA01	1	10	8	540
4gh9A01	1	10	8	950
6dkuA01	1	10	8	950
3e9sA02	1	10	8	1190
4xgiA01	1	10	8	1210
3k92A01	1	10	8	1210
1fliA00	1	10	10	10
2fq3A00	1	10	10	10
1i27A00	1	10	10	10
1y0uA00	1	10	10	10
1ucrB00	1	10	10	10
6jyiA01	1	10	10	10
2qyoB01	1	10	10	10
5jbrA01	1	10	10	10
5d6eA02	1	10	10	10
2v9vA02	1	10	10	10
6exlA02	1	10	10	10
2od5A00	1	10	10	10
1fbsA00	1	10	10	10
2qvoA00	1	10	10	10
1fp1D01	1	10	10	10
7cluA01	1	10	10	10
1f9nB01	1	10	10	10
2ip2A01	1	10	10	10
1dp7P00	1	10	10	10
2hztA00	1	10	10	10
4x6gD01	1	10	10	10
6ga0A02	1	10	10	10
2obpA00	1	10	10	10
7txnA01	1	10	10	10
2qm3A01	1	10	10	10
3b02A02	1	10	10	10
5nl9A01	1	10	10	10
5suzA01	1	10	10	10
2a07J00	1	10	10	10
7lzaA02	1	10	10	10
3keoA01	1	10	10	10
4hw0C00	1	10	10	10
4esjA02	1	10	10	10
3f72D00	1	10	10	10
5ae5B01	1	10	10	10
1xdsB01	1	10	10	10
4hlyA00	1	10	10	10
2v9vA01	1	10	10	10
3mczA01	1	10	10	10
1ixsB03	1	10	10	10
4g6qA01	1	10	10	10
3mq0A01	1	10	10	10
5vyvB01	1	10	10	10
2ev6A01	1	10	10	10
4r1hA01	1	10	10	10
2o8xA00	1	10	10	10
4ou0A00	1	10	10	10
1xsvA00	1	10	10	10
3o2pE00	1	10	10	10
3sfzA03	1	10	10	10
2co5A00	1	10	10	10
1c0wA01	1	10	10	10
4ivnA01	1	10	10	10
1t6sB02	1	10	10	10
4kibA01	1	10	10	10
3h3zA02	1	10	10	10
3w6kC00	1	10	10	10
5dcfA02	1	10	10	10
1bjaA00	1	10	10	10
1fc3B00	1	10	10	10
6oinA01	1	10	10	10
1ub9A00	1	10	10	10
1a04A02	1	10	10	10
2r7dA01	1	10	10	10
4wcgA00	1	10	10	10
1fokA02	1	10	10	10
2r3sB01	1	10	10	10
1lddA00	1	10	10	10
7pb9A01	1	10	10	10
1fnnB03	1	10	10	10
3tgnB02	1	10	10	10
2dqlA00	1	10	10	10
1d3yA01	1	10	10	10
2ga1A02	1	10	10	10
4ipaA02	1	10	10	10
5u8jB02	1	10	10	10
3aafA00	1	10	10	10
5m59A09	1	10	10	10
4kt5C00	1	10	10	10
6uvuA01	1	10	10	10
3p7nA02	1	10	10	10
1repC02	1	10	10	10
4p55B00	1	10	10	10
3t5xA02	1	10	10	10
3gz5B02	1	10	10	10
1tbxB00	1	10	10	10
5cvrA02	1	10	10	10
3c1dB01	1	10	10	10
3u9gA01	1	10	10	10
3ihuA01	1	10	10	10
2heoA00	1	10	10	10
1cf7B00	1	10	10	10
6jtzA02	1	10	10	10
7cv2A01	1	10	10	10
3d5lB01	1	10	10	10
3eetA01	1	10	10	10
3vfzB00	1	10	10	10
3ispA01	1	10	10	10
2qenA03	1	10	10	10
4ha8A01	1	10	10	10
1okrA01	1	10	10	10
1if1B00	1	10	10	10
4a0zA01	1	10	10	10
2ia2B01	1	10	10	10
3g3zA02	1	10	10	10
1q1hA00	1	10	10	10
1t98A01	1	10	10	10
3dfgA01	1	10	10	10
4hf2A00	1	10	10	10
7ae1O01	1	10	10	10
5f7qC01	1	10	10	10
6paxA01	1	10	10	10
5y6iA01	1	10	10	10
3dfgA02	1	10	10	10
3majA02	1	10	10	10
2mh9A00	1	10	10	10
4b8xA00	1	10	10	10
3c18A03	1	10	10	10
7dwmB02	1	10	10	10
3c57B00	1	10	10	10
1lvaA04	1	10	10	10
3t0yA02	1	10	10	10
2efwG00	1	10	10	10
2qufA01	1	10	10	10
2jt1A00	1	10	10	10
1xn7A00	1	10	10	10
6az1a00	1	10	10	10
2p7vB00	1	10	10	10
1xd7A00	1	10	10	10
2xvcA00	1	10	10	10
6wshA02	1	10	10	10
3c1dA03	1	10	10	10
1cf7A00	1	10	10	10
1ka8A00	1	10	10	10
3sqnB01	1	10	10	10
2m87A00	1	10	10	10
2a5yC03	1	10	10	10
4mnuB00	1	10	10	10
2cfxA01	1	10	10	10
2qlzA03	1	10	10	10
3j7aO00	1	10	10	10
7jgsG02	1	10	10	10
7lw0A01	1	10	10	10
3dptB01	1	10	10	10
2nraC02	1	10	10	10
3hruB01	1	10	10	10
8agaA01	1	10	10	10
3d5lA02	1	10	10	10
1p4xA01	1	10	10	10
1u3eM02	1	10	10	10
2a6hF02	1	10	10	10
7dvrA01	1	10	10	10
3d5lA03	1	10	10	10
1u5tB01	1	10	10	10
1ev7B02	1	10	10	10
1pdnC02	1	10	10	10
2ipqX01	1	10	10	10
6ldiF01	1	10	10	10
4y66F01	1	10	10	10
8d0bB03	1	10	10	10
8f8uA01	1	10	10	10
7r3eA02	1	10	10	10
4gcvC00	1	10	10	10
1hkqA00	1	10	10	10
3k69A00	1	10	10	10
1u78A02	1	10	10	10
6f40P01	1	10	10	10
1o7fA02	1	10	10	10
5e1wA00	1	10	10	10
4em2A00	1	10	10	10
7s03A02	1	10	10	10
5zyrA02	1	10	10	10
2fbkA00	1	10	10	10
2zbkA01	1	10	10	10
4u7bA02	1	10	10	10
3gw6D02	1	10	10	10
1x1aA01	1	10	10	10
4q48A03	1	10	10	10
1yqaA00	1	10	10	10
1uhwA00	1	10	10	10
1d8jA00	1	10	10	10
1g4dA00	1	10	10	10
2eljA01	1	10	10	10
1bbyA00	1	10	10	10
2rn7A01	1	10	10	10
2jtvA00	1	10	10	10
2mtfA00	1	10	10	10
2htjA01	1	10	10	10
2m8eA00	1	10	10	10
1s6lA01	1	10	10	10
7xx7V01	1	10	10	10
2xzmT00	1	10	10	10
6qecA00	1	10	10	60
1z0xA01	1	10	10	60
6kksA01	1	10	10	60
2kt0A01	1	10	10	60
1u8bA02	1	10	10	60
2optB01	1	10	10	60
3lsgA02	1	10	10	60
4iejA00	1	10	10	60
3e7lA00	1	10	10	60
3qqaA01	1	10	10	60
1bl0A02	1	10	10	60
2of7A01	1	10	10	60
1w0tA00	1	10	10	60
1gv2A02	1	10	10	60
1hlvA02	1	10	10	60
1pogA00	1	10	10	60
1bl0A01	1	10	10	60
1f36A00	1	10	10	60
1umqA00	1	10	10	60
1b72A00	1	10	10	60
1hcrA00	1	10	10	60
6fqpA00	1	10	10	60
3sdgA01	1	10	10	60
1tc3C00	1	10	10	60
7bhyA01	1	10	10	60
1rr7A01	1	10	10	60
1mnmC00	1	10	10	60
4jp0A03	1	10	10	60
1ic8A02	1	10	10	60
2ao9I01	1	10	10	60
4eefH00	1	10	10	60
2pmzN00	1	10	10	60
4g12A01	1	10	10	60
4bkxA02	1	10	10	60
1ojlA03	1	10	10	60
1ofcX04	1	10	10	60
4dyqA01	1	10	10	60
1gdtB03	1	10	10	60
4fcyB02	1	10	10	60
4ndlB00	1	10	10	60
4b4cA02	1	10	10	60
3oioA00	1	10	10	60
4fcyA01	1	10	10	60
3w6vA00	1	10	10	60
2gloA00	1	10	10	60
2jmwA01	1	10	10	60
2ecbA01	1	10	10	60
2cqqA01	1	10	10	60
1wh7A01	1	10	10	60
2ys9A00	1	10	10	60
1x58A01	1	10	10	60
2eqrA01	1	10	10	60
2llkA01	1	10	10	60
2k9qA01	1	10	10	60
6hu9j00	1	10	10	140
4c2uA02	1	10	10	160
1uaaA02	1	10	10	160
1w36F02	1	10	10	160
1aa7A02	1	10	10	180
1lfpA01	1	10	10	200
5cz2G00	1	10	10	200
7u32G01	1	10	10	200
1hc8B00	1	10	10	250
1irxA05	1	10	10	350
3h36A00	1	10	10	400
4aidA02	1	10	10	400
5j47A01	1	10	10	510
2gxaE01	1	10	10	510
3kycB02	1	10	10	520
1w5cC02	1	10	10	670
2mysA03	1	10	10	820
1sfkA00	1	10	10	930
4ccjA02	1	10	10	1500
8e9gE01	1	10	10	1590
4a18Q01	1	10	10	1760
6sdkA01	1	10	10	2830
3qxzA02	1	10	12	10
